# warehouse-throughput no-insert insert
1	0.1	0.0
2	0.3	0.0
4	1.2	0.0
8	3.1	0.0
12	4.5	0.0
16	5.7	0.1
20	6.7	1.2
28	7.5	3.8
42	10.5	6.4
56	12.2	7.9
84	16.4	10.9
96	18.3	12.3
