# warehouse-throughput no-insert insert
28	2.894185	2.279792
56	5.08686		3.523353
84	6.782263	4.120589
112	10.234248	6.461684
140	10.127561	4.811578
168	11.023211	6.382707
196	12.967911	7.29578
224	14.159891	8.344594
