#worker threads, throughput, min, max
#./si.exe 500 10 thread 50 0 ON 2400 3
1 0 0.0000 0.0000
3 .12358000000000000000 0.1222 0.1261
7 .37636000000000000000 0.3727 0.3809
11 .49586000000000000000 0.4940 0.4974
15 .55272000000000000000 0.5500 0.5548
19 .59682000000000000000 0.5960 0.5980
23 .63816000000000000000 0.6361 0.6405
