#tuple num, gci, throughput, min, max
100 1 31.34280000000000000000 31.308 31.407
100 10 31.34860000000000000000 31.282 31.410
100 100 32.08860000000000000000 32.040 32.131
100 1000 31.37540000000000000000 31.357 31.391
100 10000 31.39380000000000000000 31.083 31.648
100 100000 34.22480000000000000000 33.678 34.638

1000 1 34.54200000000000000000 34.466 34.604
1000 10 34.44540000000000000000 34.400 34.489
1000 100 35.12140000000000000000 35.050 35.202
1000 1000 32.18320000000000000000 32.091 32.242
1000 10000 31.23560000000000000000 29.809 31.952
1000 100000 35.76780000000000000000 34.718 36.313

10000 1 33.43400000000000000000 33.388 33.458
10000 10 33.42680000000000000000 33.390 33.454
10000 100 33.63920000000000000000 33.604 33.707
10000 1000 33.02200000000000000000 32.941 33.137
10000 10000 32.01480000000000000000 31.849 32.249
10000 100000 36.04300000000000000000 35.939 36.150

100000 1 31.71460000000000000000 31.232 32.092
100000 10 31.63880000000000000000 31.291 31.860
100000 100 31.36240000000000000000 30.820 31.918
100000 1000 28.37980000000000000000 28.128 28.620
100000 10000 30.41860000000000000000 30.163 30.973
100000 100000 34.76980000000000000000 34.589 34.864

1000000 1 40.20360000000000000000 39.998 40.638
1000000 10 40.10300000000000000000 39.906 40.272
1000000 100 39.91360000000000000000 39.748 40.022
1000000 1000 36.60500000000000000000 36.344 36.909
1000000 10000 39.28420000000000000000 39.132 39.516
1000000 100000 46.44800000000000000000 46.352 46.579

10000000 1 46.45120000000000000000 46.081 46.744
10000000 10 46.37800000000000000000 46.234 46.511
10000000 100 45.88480000000000000000 45.765 46.193
10000000 1000 42.17940000000000000000 41.968 42.331
10000000 10000 45.43280000000000000000 44.968 45.889
10000000 100000 52.88900000000000000000 52.729 52.998

