#worker threads, throughput, min, max
#./ermia.exe 5000000 10 thread 95 0 ON 2400 3
1 0 0 0
3 0 0 0
7  7.66343e-07 7.66343e-07
11  1.52313e-06 1.52313e-06
15  1.73414e-06 1.73414e-06
19  1.3307e-06 1.3307e-06
23  4.18576e-06 4.18576e-06
