#worker threads, throughput, min, max
#./ermia.exe 500000 10 thread 95 0 ON 2400 3
1 0 0 0
3  1.74831e-06 1.74831e-06
7  9.92471e-06 9.92471e-06
11  1.85065e-05 1.85065e-05
15  2.6378e-05 2.6378e-05
19  3.20114e-05 3.20114e-05
23  3.76202e-05 3.76202e-05
