#worker threads, abort_rate, min, max
1 1142972.60000000000000000000 1140052 1145189
4 3160374.20000000000000000000 3154930 3165159
8 6203654.60000000000000000000 6202512 6204248
12 9196587.80000000000000000000 9194944 9198073
16 12130791.40000000000000000000 12106988 12138676
20 15058546.40000000000000000000 15036531 15076662
24 17903117.40000000000000000000 17877763 17923364
