#worker threads, throughput, min, max
#./ermia.exe 500000 10 thread 100 0 ON 2400 10 3
1 1281266.40000000000000000000 1251001 1391464
15 5253237.20000000000000000000 5203785 5306600
31 3134050.20000000000000000000 2985674 3225872
47 3104420.60000000000000000000 3005434 3199179
63 2697064.40000000000000000000 2641908 2735748
79 2704428.00000000000000000000 2644099 2785511
95 2497385.60000000000000000000 2460410 2547239
111 2510525.80000000000000000000 2477060 2532232
127 2649783.60000000000000000000 2560714 2711572
143 2771423.00000000000000000000 2744840 2805547
159 2850856.80000000000000000000 2788676 2932816
175 2982735.80000000000000000000 2937464 3015535
191 3096867.60000000000000000000 3074102 3128511
207 3186346.60000000000000000000 3108042 3246442
223 3339017.80000000000000000000 3301105 3409223
