#worker threads, abort_rate, min, max
1 2391498.00000000000000000000 2385311 2400398
16 33596766.40000000000000000000 32695683 34370894
32 59475425.60000000000000000000 52889802 61362419
48 91553856.80000000000000000000 91277836 91792749
64 121900599.20000000000000000000 121060362 122182205
80 149068395.80000000000000000000 148520693 149554453
96 182745080.20000000000000000000 182064033 183374650
112 208944838.00000000000000000000 208764711 209138372
128 214540577.20000000000000000000 214249352 214957120
144 221041185.60000000000000000000 220887996 221215813
160 227086354.40000000000000000000 226685101 227524010
176 234028728.60000000000000000000 233875431 234185781
192 239649820.80000000000000000000 239193854 240380713
208 248641099.60000000000000000000 248304694 248945673
224 256020860.00000000000000000000 254820028 256949781
