#worker threads, abort_rate, min, max
#./silo.exe 5000000 10 thread 100 0 ON 2400 40 3
1 1686511.00000000000000000000 1605695 1802395
15 23881472.60000000000000000000 23291333 24737836
31 45145591.20000000000000000000 43582757 47153224
47 67460129.40000000000000000000 65432423 69010542
63 87247136.80000000000000000000 84575633 90370590
79 108017197.00000000000000000000 103864277 110703830
95 133001218.00000000000000000000 132420881 133934613
111 151982194.80000000000000000000 150979620 153067163
127 159095914.40000000000000000000 157717610 160333993
143 164616460.00000000000000000000 164178095 165782450
159 171147256.60000000000000000000 169665041 172209140
175 176582152.00000000000000000000 176321947 176952401
191 182305086.60000000000000000000 181079610 183609814
207 188708021.80000000000000000000 187897295 190321260
223 193888861.20000000000000000000 193097921 194425600
