#Worker threads, throughput, min, max
1 2445515.20000000000000000000 2438837 2449108
16 22076859.20000000000000000000 22055390 22108900
32 29899866.20000000000000000000 29571456 30404547
48 25621848.20000000000000000000 24787061 28247768
64 31554252.80000000000000000000 27416290 33641812
80 36331116.60000000000000000000 31017289 37699390
96 42151498.00000000000000000000 42111483 42200056
112 46924679.60000000000000000000 46770751 47151919
128 48020855.20000000000000000000 47491647 48674892
144 49107047.20000000000000000000 48194098 50251680
160 49444514.60000000000000000000 48728551 50758048
176 50945499.20000000000000000000 49435540 51365078
192 51280256.60000000000000000000 50001397 51780003
208 52150502.20000000000000000000 51251085 52402107
224 52822024.20000000000000000000 52780071 52877372
