#worker threads, abort_rate, min, max
1 2658286.80000000000000000000 2386629 2733410
16 35357257.20000000000000000000 24610918 38100010
32 64722550.60000000000000000000 59070021 67400535
48 97984719.20000000000000000000 87946202 100885871
64 106292351.00000000000000000000 46480313 134574093
80 147007181.20000000000000000000 80141462 163960380
96 94769136.20000000000000000000 53718492 199944134
112 145854026.60000000000000000000 86578512 228174757
128 101889871.20000000000000000000 86635349 128521064
144 105030389.20000000000000000000 89004397 124195562
160 166400604.60000000000000000000 105185156 244495797
176 138224337.00000000000000000000 94174497 259269769
192 180190557.80000000000000000000 104358610 255208329
208 122824762.00000000000000000000 110444878 155288904
224 157823161.00000000000000000000 106297449 264997663
