#worker threads, throughput, min, max
#./mocc.exe 500 10 thread 100 0 ON 2400 40 3
1 2707146.00000000000000000000 2656023 2728380
15 36401199.60000000000000000000 34737710 36870431
31 65191121.40000000000000000000 64908272 65312899
47 99541507.20000000000000000000 99405207 99688908
63 130341649.20000000000000000000 130043414 130769578
79 160778463.80000000000000000000 159846149 161403425
95 195335663.00000000000000000000 194633536 195896256
111 222154230.40000000000000000000 221334252 222777539
127 163783361.40000000000000000000 126656994 205269520
143 128864600.00000000000000000000 117278491 148400774
159 129571784.00000000000000000000 117292276 138987571
175 122688346.20000000000000000000 110985451 147647107
191 138924893.40000000000000000000 116668897 176958228
207 130566966.40000000000000000000 119532476 137168692
223 123771218.60000000000000000000 119730740 127924939
