#worker threads, abort_rate, min, max
1 2365131.00000000000000000000 2354313 2374052
16 14012841.40000000000000000000 13575830 14748933
32 12640898.40000000000000000000 12348748 13221588
48 6532329.40000000000000000000 5731976 7672427
64 6417647.00000000000000000000 5786644 7576450
80 6275066.20000000000000000000 6202858 6328689
96 6741053.40000000000000000000 6701725 6836820
112 6691050.00000000000000000000 6667656 6724902
128 6759286.40000000000000000000 6584683 6863546
144 6966395.00000000000000000000 6875902 7107811
160 6978855.60000000000000000000 6911840 7057979
176 6856774.20000000000000000000 6314903 7121486
192 7040255.40000000000000000000 6902307 7109072
208 7154420.00000000000000000000 7108996 7180538
224 6993047.60000000000000000000 6231445 7234234
