#worker threads, abort_rate, min, max
#./silo.exe 500 10 thread 100 0 ON 2400 40 3
1 2868297.80000000000000000000 2700265 2911428
15 37991538.40000000000000000000 36148845 38608848
31 68508336.40000000000000000000 68093822 68815186
47 106098918.80000000000000000000 105805149 106297215
63 140552472.00000000000000000000 140447011 140673867
79 172442223.00000000000000000000 172305641 172573691
95 208737886.40000000000000000000 207844176 209411273
111 237007984.00000000000000000000 236209752 237488200
127 246147982.40000000000000000000 245722172 246587168
143 257006327.00000000000000000000 255419595 257842433
159 266568666.60000000000000000000 265991957 266891158
175 278466706.20000000000000000000 278016055 278920325
191 287155187.80000000000000000000 286948331 287726832
207 298743535.40000000000000000000 297782885 299644202
223 313163088.00000000000000000000 311328603 314467179
