#worker threads, throughput, min, max
#./si.exe 500000 10 thread 100 0 ON 2400 3
1 1276186.60000000000000000000 1265461 1283862
15 11873935.60000000000000000000 11632694 12293533
31 10119764.40000000000000000000 9630977 10322105
47 11897126.40000000000000000000 11631489 12118460
63 11941078.00000000000000000000 11573940 12215530
79 13650976.00000000000000000000 13443812 13913570
95 14225675.60000000000000000000 14006289 14626222
111 15289263.00000000000000000000 15137482 15536670
127 16537878.80000000000000000000 16338568 16759449
143 17683153.60000000000000000000 17411001 18166673
159 18357255.40000000000000000000 18035143 18833881
175 18627072.00000000000000000000 18226536 19043019
191 18907831.00000000000000000000 18630268 19182738
207 19844414.60000000000000000000 19388673 20041667
223 21275095.40000000000000000000 21153487 21393643
