#worker thread, throughput, min, max
#./cicada.exe 500 10 thread 95 0 ON OFF OFF 2400 5 2 E 10 3
1 2470907.60000000000000000000 2322552 2542691
15 18213667.80000000000000000000 17720696 18456640
31 24752914.80000000000000000000 24615030 24911734
47 24955615.80000000000000000000 24838906 25051705
63 26366560.00000000000000000000 26324436 26394164
79 27306166.80000000000000000000 27279196 27325358
95 27619261.80000000000000000000 27470824 27698802
111 27948306.00000000000000000000 27891412 27996508
127 29058244.80000000000000000000 29033151 29081055
143 29537499.00000000000000000000 29516239 29558640
159 30288526.40000000000000000000 30214362 30328824
175 30822051.60000000000000000000 30719892 30908931
191 31482062.00000000000000000000 31315670 31567262
207 32041310.00000000000000000000 31849658 32179974
223 32438685.40000000000000000000 32147396 32633915
