#worker threads, throughput, min, max
#./si.exe 5000000 10 thread 50 0 ON 2400 3
1 449789.80000000000000000000 403513 541846
15 6367086.80000000000000000000 6128199 7181667
31 8996723.40000000000000000000 8709046 9729944
47 10069591.00000000000000000000 9851434 10221798
63 10859098.80000000000000000000 10657181 11134993
79 11841221.40000000000000000000 11722349 11975318
95 12919016.00000000000000000000 12513197 13078582
111 13372156.40000000000000000000 13263723 13478188
127 13726134.40000000000000000000 13586641 14070738
143 14484930.00000000000000000000 14220291 14853753
159 14530224.20000000000000000000 14278486 14865775
175 14614637.40000000000000000000 14155367 14802860
191 14496439.00000000000000000000 14306892 14575081
207 14769578.80000000000000000000 14450753 15011339
223 15139509.20000000000000000000 14957993 15375573
