#worker threads, throughput, min, max
#./si.exe 500000 10 thread 95 0 ON 2400 3
1 1217802.80000000000000000000 1193472 1293944
15 11616317.60000000000000000000 11462548 11687106
31 10180113.00000000000000000000 9841855 10486122
47 11745043.80000000000000000000 11600150 11844005
63 11964029.40000000000000000000 11640823 12233252
79 13483147.20000000000000000000 13327753 13606186
95 14118475.40000000000000000000 13812692 14306329
111 15238695.60000000000000000000 15042041 15426190
127 16446326.40000000000000000000 16327271 16564887
143 17459452.20000000000000000000 17245662 17578010
159 18061173.20000000000000000000 17705534 18289840
175 18238441.40000000000000000000 18019750 18405223
191 18901148.40000000000000000000 18767184 19053159
207 19506324.80000000000000000000 19137208 19759959
223 20880824.80000000000000000000 20686679 21010404
