#Worker threads, throughput, min, max
1 1175506.00000000000000000000 1135159 1320551
16 18140900.80000000000000000000 17486204 19320103
32 26085907.20000000000000000000 23604510 29225189
48 29193947.20000000000000000000 26108033 31666299
64 34846600.40000000000000000000 34739381 34976394
80 37484155.00000000000000000000 36747688 37831532
96 40440003.00000000000000000000 37244799 41286810
112 45239101.40000000000000000000 44758215 45468159
128 46592521.60000000000000000000 45951672 47666165
144 47370479.80000000000000000000 46579483 48481877
160 48353462.40000000000000000000 47251270 49163015
176 49260145.00000000000000000000 47919794 49601634
192 49446128.00000000000000000000 48007012 49951785
208 49854654.80000000000000000000 49213398 50310012
224 50629229.20000000000000000000 50608548 50673881
