#worker threads, abort_rate, min, max
1 2078474.80000000000000000000 2072471 2093513
16 22918306.00000000000000000000 22427033 23343882
32 33591891.40000000000000000000 32171788 34541844
48 37610521.40000000000000000000 33963087 39144394
64 45162320.20000000000000000000 41708704 47253314
80 52772936.20000000000000000000 46492765 54617801
96 61245139.80000000000000000000 58601665 61982054
112 67271903.00000000000000000000 67121339 67402448
128 69918091.40000000000000000000 69885898 69952622
144 73116857.60000000000000000000 72419889 73640249
160 75138832.00000000000000000000 74571019 75558115
176 77161537.20000000000000000000 76479961 77725329
192 79345891.60000000000000000000 79203865 79531069
208 80518365.40000000000000000000 80300747 81103017
224 82094171.00000000000000000000 81852682 82213056
