#worker threads, abort_rate, min, max
#./silo.exe 5000000 10 thread 50 0 ON 2400 40 3
1 1402050.20000000000000000000 1364622 1536944
15 19603898.40000000000000000000 18906605 19823188
31 29584682.80000000000000000000 29148436 30249334
47 40611148.20000000000000000000 37109221 42205553
63 48640111.20000000000000000000 43225243 51148413
79 55432800.60000000000000000000 52025926 60498386
95 68009111.60000000000000000000 64253320 69124784
111 76621261.20000000000000000000 76540783 76685021
127 79332378.00000000000000000000 79022483 79498567
143 81666530.40000000000000000000 81604966 81708595
159 83757132.80000000000000000000 83497313 83966346
175 85820282.80000000000000000000 85224654 86153737
191 87324412.20000000000000000000 87021089 87926982
207 88656706.20000000000000000000 88086377 89282095
223 89792937.20000000000000000000 89214588 90167836
