#worker threads, throughput, min, max
#./mocc.exe 500000 10 thread 95 0 ON 2400 40 3
1 2239234.00000000000000000000 2227427 2277868
15 29599414.80000000000000000000 29540835 29667946
31 47796606.00000000000000000000 47241016 48584487
47 71667587.00000000000000000000 68740600 73628509
63 92651274.80000000000000000000 91533384 93514910
79 112118654.80000000000000000000 105103997 114201224
95 133776660.80000000000000000000 133292484 134275084
111 151817719.60000000000000000000 150515456 153047801
127 158531818.20000000000000000000 157352902 160315394
143 165781273.00000000000000000000 164481900 167231611
159 171825309.80000000000000000000 170972773 173688328
175 179393318.00000000000000000000 179202785 179842779
191 187223696.60000000000000000000 186324809 188524043
207 195458239.40000000000000000000 194626126 197743326
223 203316454.20000000000000000000 202137414 204149522
