#worker threads, abort_rate, min, max
1 1260781.00000000000000000000 1192588 1364875
16 17887963.80000000000000000000 17671537 18033301
32 27347663.20000000000000000000 24724424 29089761
48 30756230.40000000000000000000 28936481 32952095
64 37109509.60000000000000000000 33147473 39318560
80 42415464.00000000000000000000 37746911 44109237
96 47768365.80000000000000000000 47483250 47974056
112 50374572.20000000000000000000 49884434 50902703
128 51583533.80000000000000000000 51240090 51813053
144 52654316.00000000000000000000 52245040 53180048
160 53827568.80000000000000000000 53215114 54186764
176 54501460.80000000000000000000 53915988 54951716
192 55380865.80000000000000000000 55081905 55557094
208 55624530.20000000000000000000 55376353 55865827
224 56094520.20000000000000000000 55824070 56232819
