#worker threads, throughput, min, max
#./si.exe 500 10 thread 95 0 ON 2400 3
1 2214542.20000000000000000000 2211019 2221055
15 9099557.80000000000000000000 8909932 9200715
31 9120691.00000000000000000000 8715703 9655219
47 11784460.80000000000000000000 11671381 11984244
63 11777500.00000000000000000000 11474537 12047034
79 13369236.60000000000000000000 13252678 13493930
95 13974762.80000000000000000000 13686025 14346330
111 14764914.00000000000000000000 14601395 14901525
127 16248551.40000000000000000000 16031758 16410119
143 16569663.00000000000000000000 16290794 16951357
159 16668030.60000000000000000000 16422235 16999614
175 17438609.40000000000000000000 17112737 17700843
191 17918739.60000000000000000000 17591483 18274249
207 18662157.20000000000000000000 18378535 18961302
223 20005060.00000000000000000000 19870401 20139679
