#worker threads, abort_rate, min, max
#./silo.exe 500 10 thread 50 0 ON 2400 40 3
1 2247603.60000000000000000000 2229173 2256501
15 6170101.80000000000000000000 6076136 6271394
31 3058009.20000000000000000000 3009328 3092165
47 1524549.20000000000000000000 1473802 1568998
63 1397581.00000000000000000000 1387236 1409186
79 1083488.80000000000000000000 1061379 1117603
95 1003333.80000000000000000000 978082 1029259
111 635232.60000000000000000000 623290 645816
127 590144.40000000000000000000 579265 611094
143 568853.80000000000000000000 565323 576862
159 565804.60000000000000000000 543561 593298
175 536070.40000000000000000000 520381 566010
191 538910.20000000000000000000 528807 545691
207 512975.40000000000000000000 502480 522035
223 519168.40000000000000000000 504627 533203
