#Worker threads, throughput, min, max
1 3025934.20000000000000000000 2896170 3101825
16 10767368.60000000000000000000 10567326 11015857
32 10740990.60000000000000000000 10577131 10968002
48 6333351.20000000000000000000 5713092 7259088
64 7157171.40000000000000000000 6296481 7527520
80 7541378.80000000000000000000 7270094 8480254
96 8296154.00000000000000000000 8184985 8329389
112 8714846.00000000000000000000 8686341 8733364
128 9228749.20000000000000000000 9155731 9281224
144 9624439.40000000000000000000 9578540 9657633
160 10089236.80000000000000000000 9993795 10154427
176 10528785.40000000000000000000 10475771 10611293
192 11005932.60000000000000000000 10983696 11039093
208 11474321.80000000000000000000 11336314 11555070
224 11879910.40000000000000000000 11834727 11922493
