#worker thread, throughput, min, max
#./cicada.exe 5000000 10 thread 50 0 ON OFF OFF 2400 5 2 E 3
1 0 0 0
3  3.91179e-06 3.91179e-06
7  6.89463e-06 6.89463e-06
11  1.28444e-05 1.28444e-05
15  1.21925e-05 1.21925e-05
19  2.081e-05 2.081e-05
23  2.52022e-05 2.52022e-05
