#worker threads, abort_rate, min, max
#./silo.exe 500000 10 thread 95 0 ON 2400 40 3
1 0 0 0
3  3.58007e-06 3.58007e-06
7  1.09914e-05 1.09914e-05
11  1.96703e-05 1.96703e-05
15  2.7628e-05 2.7628e-05
19  3.46276e-05 3.46276e-05
23  4.33093e-05 4.33093e-05
