#worker thread, throughput, min, max
#./cicada.exe 500000 10 thread 95 0 ON OFF OFF 2400 5 2 E 3
1 0 0 0
3  1.35004e-06 1.35004e-06
7  2.91668e-06 2.91668e-06
11  5.49373e-06 5.49373e-06
15  8.06513e-06 8.06513e-06
19  1.05588e-05 1.05588e-05
23  1.38733e-05 1.38733e-05
