#worker threads, throughput, min, max
#./si.exe 500000 10 thread 95 0 ON 2400 3
1 0 0 0
3  5.69433e-07 5.69433e-07
7  4.55025e-06 4.55025e-06
11  6.21155e-06 6.21155e-06
15  1.11255e-05 1.11255e-05
19  1.36547e-05 1.36547e-05
23  1.85727e-05 1.85727e-05
