#worker threads, abort_rate, min, max
#./silo.exe 5000000 10 thread 50 0 ON 2400 40 3
1 0 0 0
3  3.62255e-06 3.62255e-06
7  1.2087e-05 1.2087e-05
11  2.18306e-05 2.18306e-05
15  3.13112e-05 3.13112e-05
19  3.80708e-05 3.80708e-05
23  4.86531e-05 4.86531e-05
