#worker threads, throughput, min, max
#./mocc.exe 5000000 10 thread 95 0 ON 2400 40 3
1 0 0 0
3  6.52858e-07 6.52858e-07
7  1.90247e-06 1.90247e-06
11  4.55657e-06 4.55657e-06
15  5.83565e-06 5.83565e-06
19  8.03485e-06 8.03485e-06
23  9.99192e-06 9.99192e-06
