#worker threads, throughput, min, max
#./ermia.exe 5000000 10 thread 95 0 ON 2400 3
1 0 0 0
3  0 0
7  0 0
11  2.78094e-07 2.78094e-07
15  2.15645e-06 2.15645e-06
19  8.85524e-06 8.85524e-06
23  1.13916e-05 1.13916e-05
