#worker threads, throughput, min, max
#./mocc.exe 5000000 10 thread 50 0 ON 2400 40 3
1 0 0 0
3  4.51074e-06 4.51074e-06
7  1.91695e-05 1.91695e-05
11  2.84405e-05 2.84405e-05
15  4.29676e-05 4.29676e-05
19  5.28736e-05 5.28736e-05
23  6.49214e-05 6.49214e-05
