#worker threads, throughput, min, max
#./mocc.exe 500000 10 thread 95 0 ON 2400 40 3
1 0 0 0
3  8.49467e-06 8.49467e-06
7  2.57943e-05 2.57943e-05
11  4.17629e-05 4.17629e-05
15  5.9482e-05 5.9482e-05
19  7.63125e-05 7.63125e-05
23  9.39817e-05 9.39817e-05
