#worker threads, abort_rate, min, max
#./silo.exe 500 10 thread 95 0 ON 2400 40 3
1 0 0.0000 0.0000
3 .00536000000000000000 0.0053 0.0054
7 .01954000000000000000 0.0194 0.0197
11 .03420000000000000000 0.0341 0.0343
15 .04998000000000000000 0.0499 0.0500
19 .06672000000000000000 0.0667 0.0668
23 .08414000000000000000 0.0841 0.0842
