#worker thread, throughput, min, max
#./cicada.exe 5000000 10 thread 95 0 ON OFF OFF 2400 5 2 E 3
1 0 0 0
3  2.11512e-07 2.11512e-07
7  5.7734e-07 5.7734e-07
11  4.46938e-07 4.46938e-07
15  5.92866e-07 5.92866e-07
19  1.24153e-06 1.24153e-06
23  1.085e-06 1.085e-06
